Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
statechange,User_37,O_Sent (mail and online),Offer,OfferState_1837259084,complete,2016-01-07 13:49:00.704000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,Offer_1932862079
Deleted,User_37,W_Complete application,Workflow,Workitem_405574987,complete,2016-01-07 13:49:00.723000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Created,User_37,W_Call after offers,Workflow,Workitem_645819542,schedule,2016-01-07 13:49:00.732000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_37,W_Call after offers,Workflow,Workitem_835640876,start,2016-01-07 13:49:00.736000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
statechange,User_37,A_Complete,Application,ApplState_478380605,complete,2016-01-07 13:49:00.739000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_37,W_Call after offers,Workflow,Workitem_1484860708,suspend,2016-01-07 13:50:47.008000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_21,W_Call after offers,Workflow,Workitem_1932006809,resume,2016-01-11 11:36:35.462000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_21,W_Call after offers,Workflow,Workitem_1585115957,suspend,2016-01-11 11:37:09.596000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Deleted,User_118,W_Call after offers,Workflow,Workitem_48668272,ate_abort,2016-01-21 09:37:34.248000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Created,User_118,W_Validate application,Workflow,Workitem_263580575,schedule,2016-01-21 09:37:34.299000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_118,W_Validate application,Workflow,Workitem_1149546444,start,2016-01-21 09:37:34.301000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
statechange,User_118,A_Validating,Application,ApplState_39982911,complete,2016-01-21 09:37:35.542000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
statechange,User_118,O_Returned,Offer,OfferState_2017527272,complete,2016-01-21 09:40:21.307000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,Offer_1932862079
Released,User_118,W_Validate application,Workflow,Workitem_1641218113,suspend,2016-01-21 09:42:18.796000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_102,W_Validate application,Workflow,Workitem_787689330,resume,2016-01-21 12:11:27.559000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_102,W_Validate application,Workflow,Workitem_1390536153,suspend,2016-01-21 12:38:07.576000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_102,W_Validate application,Workflow,Workitem_760287596,resume,2016-01-21 14:49:05.061000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_102,W_Validate application,Workflow,Workitem_1811342591,suspend,2016-01-21 14:49:29.754000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_102,W_Validate application,Workflow,Workitem_1764910150,resume,2016-01-21 14:50:41.718000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_102,W_Validate application,Workflow,Workitem_1313721076,suspend,2016-01-21 14:50:55.811000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_1675823185,resume,2016-01-21 15:38:25.252000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_95,W_Validate application,Workflow,Workitem_450021862,suspend,2016-01-21 15:38:39.353000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_884642282,resume,2016-01-22 07:49:12.882000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_95,W_Validate application,Workflow,Workitem_560309462,suspend,2016-01-22 07:49:17.459000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_1107263591,resume,2016-01-22 09:00:41.399000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Deleted,User_29,W_Validate application,Workflow,Workitem_975292167,complete,2016-01-22 09:14:28.588000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Created,User_29,W_Call incomplete files,Workflow,Workitem_1771517170,schedule,2016-01-22 09:14:28.599000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_29,W_Call incomplete files,Workflow,Workitem_1743791688,start,2016-01-22 09:14:28.602000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
statechange,User_29,A_Incomplete,Application,ApplState_2011237185,complete,2016-01-22 09:14:28.604000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_29,W_Call incomplete files,Workflow,Workitem_545024883,suspend,2016-01-22 09:14:34.309000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_604017481,resume,2016-01-22 09:17:02.036000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_701417708,suspend,2016-01-22 09:19:08.135000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
statechange,User_27,A_Denied,Application,ApplState_31529216,complete,2016-01-22 09:21:45.385000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
statechange,User_27,O_Refused,Offer,OfferState_666784409,complete,2016-01-22 09:21:45.415000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,Offer_1932862079
Deleted,User_27,W_Call incomplete files,Workflow,Workitem_883909611,ate_abort,2016-01-22 09:21:45.426000+00:00,Car,New credit,Application_987213908,15000.0,,,,,,,,
Created,User_14,A_Create Application,Application,Application_373612346,complete,2016-01-05 19:33:01.091000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Created,User_14,W_Complete application,Workflow,Workitem_131123839,schedule,2016-01-05 19:33:01.100000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Obtained,User_14,W_Complete application,Workflow,Workitem_1767944005,start,2016-01-05 19:33:01.103000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
statechange,User_14,A_Concept,Application,ApplState_713589646,complete,2016-01-05 19:33:01.106000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
statechange,User_14,A_Accepted,Application,ApplState_1388145619,complete,2016-01-05 19:34:50.068000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Created,User_14,O_Create Offer,Offer,Offer_1795302099,complete,2016-01-05 19:36:28.365000+00:00,Home improvement,New credit,Application_373612346,10000.0,4995.0,120.0,True,110.7,True,911.0,10000.0,
statechange,User_14,O_Created,Offer,OfferState_463461025,complete,2016-01-05 19:36:29.732000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,Offer_1795302099
statechange,User_14,O_Sent (mail and online),Offer,OfferState_248875721,complete,2016-01-05 19:36:41.388000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,Offer_1795302099
Deleted,User_14,W_Complete application,Workflow,Workitem_1573779821,complete,2016-01-05 19:36:41.403000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Created,User_14,W_Call after offers,Workflow,Workitem_1765081115,schedule,2016-01-05 19:36:41.411000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Obtained,User_14,W_Call after offers,Workflow,Workitem_1449104585,start,2016-01-05 19:36:41.413000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
statechange,User_14,A_Complete,Application,ApplState_1201605808,complete,2016-01-05 19:36:41.415000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Released,User_14,W_Call after offers,Workflow,Workitem_410148168,suspend,2016-01-05 19:38:40.614000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Obtained,User_21,W_Call after offers,Workflow,Workitem_2079963580,resume,2016-01-11 08:30:52.849000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Released,User_21,W_Call after offers,Workflow,Workitem_1870055454,suspend,2016-01-11 08:31:31.807000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Deleted,User_117,W_Call after offers,Workflow,Workitem_1464230232,ate_abort,2016-01-14 11:00:01.606000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Created,User_117,W_Validate application,Workflow,Workitem_380477336,schedule,2016-01-14 11:00:01.622000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Obtained,User_117,W_Validate application,Workflow,Workitem_2132559598,start,2016-01-14 11:00:01.628000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
statechange,User_117,A_Validating,Application,ApplState_1349398921,complete,2016-01-14 11:00:03.317000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
statechange,User_117,O_Returned,Offer,OfferState_155524284,complete,2016-01-14 11:00:18.202000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,Offer_1795302099
Released,User_117,W_Validate application,Workflow,Workitem_2008235348,suspend,2016-01-14 11:02:46.971000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Deleted,User_100,W_Validate application,Workflow,Workitem_1861492644,ate_abort,2016-01-15 08:27:51.988000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Created,User_100,W_Call incomplete files,Workflow,Workitem_879851184,schedule,2016-01-15 08:27:51.994000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_1094733966,start,2016-01-15 08:27:51.996000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
statechange,User_100,A_Incomplete,Application,ApplState_1383833206,complete,2016-01-15 08:27:51.999000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Released,User_100,W_Call incomplete files,Workflow,Workitem_404993033,suspend,2016-01-15 08:30:24.482000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_1372520418,resume,2016-01-15 08:54:04.743000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_1312644443,suspend,2016-01-15 08:57:06.244000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
statechange,User_119,O_Accepted,Offer,OfferState_623424230,complete,2016-01-22 07:45:30.187000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,Offer_1795302099
statechange,User_119,A_Pending,Application,ApplState_708836189,complete,2016-01-22 07:45:30.191000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Deleted,User_119,W_Call incomplete files,Workflow,Workitem_19425391,ate_abort,2016-01-22 07:45:30.194000+00:00,Home improvement,New credit,Application_373612346,10000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_678686961,complete,2016-01-05 19:39:19.595000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_1609428481,complete,2016-01-05 19:39:19.626000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_910610951,schedule,2016-01-05 19:39:19.941000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_1386420950,withdraw,2016-01-05 19:41:04.273000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_340004135,schedule,2016-01-05 19:41:04.281000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_432259649,complete,2016-01-05 19:41:04.287000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_108,W_Complete application,Workflow,Workitem_1882014317,start,2016-01-06 18:55:30.559000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_108,W_Complete application,Workflow,Workitem_1210708606,suspend,2016-01-06 18:57:41.320000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_71,A_Accepted,Application,ApplState_1333612280,complete,2016-01-06 19:51:33.325000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Created,User_71,O_Create Offer,Offer,Offer_414620466,complete,2016-01-06 19:55:32.683000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,0.0,122.0,True,375.0,False,0.0,36500.0,
statechange,User_71,O_Created,Offer,OfferState_725148172,complete,2016-01-06 19:55:34.109000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,Offer_414620466
statechange,User_71,O_Sent (mail and online),Offer,OfferState_1925883385,complete,2016-01-06 19:58:32.119000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,Offer_414620466
Deleted,User_71,W_Complete application,Workflow,Workitem_466470626,ate_abort,2016-01-06 19:58:32.134000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Created,User_71,W_Call after offers,Workflow,Workitem_1312734318,schedule,2016-01-06 19:58:32.141000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_71,W_Call after offers,Workflow,Workitem_1392718408,start,2016-01-06 19:58:32.143000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_71,A_Complete,Application,ApplState_1362274784,complete,2016-01-06 19:58:32.145000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_1,W_Call after offers,Workflow,Workitem_1343744027,suspend,2016-01-06 23:00:19.526000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_1,W_Call after offers,Workflow,Workitem_1472644968,suspend,2016-01-06 23:00:19.530000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_1,W_Call after offers,Workflow,Workitem_1106189305,suspend,2016-01-06 23:00:19.535000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_1,W_Call after offers,Workflow,Workitem_1747921383,suspend,2016-01-06 23:00:19.539000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_2,W_Call after offers,Workflow,Workitem_31571295,resume,2016-01-11 09:56:42.570000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_2,W_Call after offers,Workflow,Workitem_895872962,suspend,2016-01-11 09:57:03.716000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Created,User_6,O_Create Offer,Offer,Offer_763115027,complete,2016-01-25 09:47:47.510000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,7100.0,126.0,True,400.0,True,949.0,40000.0,
statechange,User_6,O_Created,Offer,OfferState_1440012403,complete,2016-01-25 09:47:49.156000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,Offer_763115027
statechange,User_6,O_Sent (mail and online),Offer,OfferState_574399556,complete,2016-01-25 09:48:04.766000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,Offer_763115027
Deleted,User_117,W_Call after offers,Workflow,Workitem_1823770852,ate_abort,2016-02-03 08:39:15.770000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Created,User_117,W_Validate application,Workflow,Workitem_748265871,schedule,2016-02-03 08:39:15.799000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_117,W_Validate application,Workflow,Workitem_1432920316,start,2016-02-03 08:39:15.801000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_117,A_Validating,Application,ApplState_1384619271,complete,2016-02-03 08:39:16.735000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_117,O_Returned,Offer,OfferState_631284625,complete,2016-02-03 08:39:31.634000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,Offer_763115027
Released,User_117,W_Validate application,Workflow,Workitem_968370177,suspend,2016-02-03 08:44:01.808000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_30,W_Validate application,Workflow,Workitem_2056077681,resume,2016-02-05 07:05:30.780000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_30,W_Validate application,Workflow,Workitem_1363042885,suspend,2016-02-05 07:05:47.023000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_1615044383,resume,2016-02-05 10:23:06.287000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_29,W_Validate application,Workflow,Workitem_367297927,suspend,2016-02-05 10:35:43.630000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Deleted,User_29,W_Validate application,Workflow,Workitem_1772808799,ate_abort,2016-02-05 11:19:52.733000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Created,User_29,W_Call incomplete files,Workflow,Workitem_1187445097,schedule,2016-02-05 11:19:52.780000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_29,W_Call incomplete files,Workflow,Workitem_1058767225,start,2016-02-05 11:19:52.808000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_29,A_Incomplete,Application,ApplState_537764879,complete,2016-02-05 11:19:52.821000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_29,W_Call incomplete files,Workflow,Workitem_1091577617,suspend,2016-02-05 11:19:57.406000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_49,W_Call incomplete files,Workflow,Workitem_84261957,resume,2016-02-05 14:12:11.783000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_49,W_Call incomplete files,Workflow,Workitem_109303506,suspend,2016-02-05 14:18:19.671000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Deleted,User_120,W_Call incomplete files,Workflow,Workitem_1014598340,ate_abort,2016-02-06 13:37:06.704000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Created,User_120,W_Validate application,Workflow,Workitem_2063641848,schedule,2016-02-06 13:37:06.714000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_120,W_Validate application,Workflow,Workitem_1714270975,start,2016-02-06 13:37:06.717000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_120,A_Validating,Application,ApplState_2131098630,complete,2016-02-06 13:37:06.791000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_120,W_Validate application,Workflow,Workitem_1364036034,suspend,2016-02-06 13:38:06.980000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_623106423,resume,2016-02-08 09:11:22.972000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_29,W_Validate application,Workflow,Workitem_1307973880,suspend,2016-02-08 09:19:39.059000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_1019654881,resume,2016-02-08 09:25:56.668000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_29,W_Validate application,Workflow,Workitem_1116267470,suspend,2016-02-08 09:26:12.630000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_919736412,resume,2016-02-08 09:57:02.088000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_29,W_Validate application,Workflow,Workitem_218904973,suspend,2016-02-08 09:57:13.470000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_1318626646,resume,2016-02-08 10:32:23.226000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_95,W_Validate application,Workflow,Workitem_178762752,suspend,2016-02-08 10:32:28.892000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_907533119,resume,2016-02-08 10:44:42.274000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_29,W_Validate application,Workflow,Workitem_1981048379,suspend,2016-02-08 10:45:03.294000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_1858839698,resume,2016-02-09 07:00:40.463000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Released,User_29,W_Validate application,Workflow,Workitem_86662282,suspend,2016-02-09 07:12:59.127000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_1760891650,resume,2016-02-09 08:00:20.983000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_29,O_Accepted,Offer,OfferState_573452122,complete,2016-02-09 08:02:22.449000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,Offer_763115027
statechange,User_29,A_Pending,Application,ApplState_889954140,complete,2016-02-09 08:02:22.454000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
Deleted,User_29,W_Validate application,Workflow,Workitem_1558319111,complete,2016-02-09 08:02:22.456000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,
statechange,User_29,O_Cancelled,Offer,OfferState_248470976,complete,2016-02-09 08:02:22.467000+00:00,Existing loan takeover,New credit,Application_678686961,36500.0,,,,,,,,Offer_414620466
Created,User_14,A_Create Application,Application,Application_1247929652,complete,2016-01-05 19:50:59.699000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Created,User_14,W_Complete application,Workflow,Workitem_1514649551,schedule,2016-01-05 19:50:59.708000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_14,W_Complete application,Workflow,Workitem_1074518689,start,2016-01-05 19:50:59.710000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_14,A_Concept,Application,ApplState_696496063,complete,2016-01-05 19:50:59.713000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_92,W_Complete application,Workflow,Workitem_1840240181,suspend,2016-01-05 19:53:26.913000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_92,A_Accepted,Application,ApplState_2128703209,complete,2016-01-05 19:56:26.307000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Created,User_92,O_Create Offer,Offer,Offer_1312763290,complete,2016-01-05 20:00:35.403000+00:00,Home improvement,New credit,Application_1247929652,30000.0,24370.0,97.0,False,372.3,True,754.0,30000.0,
statechange,User_92,O_Created,Offer,OfferState_1415188611,complete,2016-01-05 20:00:36.868000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,Offer_1312763290
statechange,User_92,O_Sent (mail and online),Offer,OfferState_2125043400,complete,2016-01-05 20:01:54.190000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,Offer_1312763290
Deleted,User_92,W_Complete application,Workflow,Workitem_762347872,ate_abort,2016-01-05 20:01:54.205000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Created,User_92,W_Call after offers,Workflow,Workitem_1160747772,schedule,2016-01-05 20:01:54.211000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_92,W_Call after offers,Workflow,Workitem_110025094,start,2016-01-05 20:01:54.214000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_92,A_Complete,Application,ApplState_621541877,complete,2016-01-05 20:01:54.217000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_92,W_Call after offers,Workflow,Workitem_320340366,suspend,2016-01-05 20:02:38.602000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_27,W_Call after offers,Workflow,Workitem_420977532,resume,2016-01-11 08:31:40.258000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_27,W_Call after offers,Workflow,Workitem_88482100,suspend,2016-01-11 08:32:15.567000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Deleted,User_114,W_Call after offers,Workflow,Workitem_1925291938,ate_abort,2016-01-13 11:18:17.380000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Created,User_114,W_Validate application,Workflow,Workitem_1034335202,schedule,2016-01-13 11:18:17.602000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_114,W_Validate application,Workflow,Workitem_910959321,start,2016-01-13 11:18:17.605000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_114,A_Validating,Application,ApplState_2052028037,complete,2016-01-13 11:18:18.434000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_114,O_Returned,Offer,OfferState_436549501,complete,2016-01-13 11:18:35.075000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,Offer_1312763290
Released,User_114,W_Validate application,Workflow,Workitem_515286223,suspend,2016-01-13 11:21:58.122000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_1528046192,resume,2016-01-13 12:20:53.684000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_95,W_Validate application,Workflow,Workitem_1338453793,suspend,2016-01-13 12:20:58.793000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_1669843082,resume,2016-01-13 13:41:59.908000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Deleted,User_29,W_Validate application,Workflow,Workitem_1546936369,complete,2016-01-13 14:29:15.913000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Created,User_29,W_Call incomplete files,Workflow,Workitem_1089312613,schedule,2016-01-13 14:29:15.919000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_29,W_Call incomplete files,Workflow,Workitem_299460442,start,2016-01-13 14:29:15.921000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_29,A_Incomplete,Application,ApplState_2135703435,complete,2016-01-13 14:29:15.922000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_29,W_Call incomplete files,Workflow,Workitem_866226479,suspend,2016-01-13 14:29:22.157000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_27,W_Call incomplete files,Workflow,Workitem_1639664847,resume,2016-01-13 18:30:17.158000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_27,W_Call incomplete files,Workflow,Workitem_1007021370,suspend,2016-01-13 18:32:14.259000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
